,numar mediu per literal,literali cu numarul cel mai mic de propozitii,numar minim,literali cu cel mai mare numar de propozitii,numar maxim
0,34.442151947551096,"['exuberanță', 'bujor', 'legato', 'leaț', 'lavabou', 'lanolină', 'langustă', 'lavoar', 'jovialitate', 'jivină', 'jelire', 'izmă', 'izbitură', 'ireverență', 'invectivă', 'intercomunicare', 'internist', 'instanțiere', 'infuzare', 'infanticid', 'inepție', 'incorectitudine', 'inconstanță', 'impostură', 'impolitețe', 'impermeabil', 'imaș', 'impasibilitate', 'ieșitură', 'ignamă', 'hârb', 'iahnie', 'hortensie', 'hidrofor', 'harță', 'hap', 'halcă', 'gălbinare', 'gălbenea', 'gâdilat', 'gâlgâială', 'grandiozitate', 'grandilocvență', 'gogomănie', 'gigantism', 'ghimpe', 'ghemuire', 'gentilețe', 'fățărnicie', 'făurar', 'fânărie', 'fucsie', 'fotogravură', 'fosilizare', 'foale', 'fluierar', 'fixitate', 'flagelant', 'fenicul', 'extemporal', 'expectorație', 'etajeră', 'eschivă', 'escamotare', 'erizipel', 'epicurian', 'enorie', 'elucubrație', 'egretă', 'dumicat', 'dulgherit', 'dublă', 'drăgălășenie', 'drosofilă', 'dresură', 'drajeu', 'domiciliere', 'dojenire', 'dojană', 'docilitate', 'ditiramb', 'distonanță', 'distensie', 'disecare', 'dirham', 'dihanie', 'diformitate', 'dezmierdare', 'desfigurare', 'desconsiderație', 'derapare', 'dentină', 'delectare', 'declamare', 'căptușire', 'călărime', 'cârpit', 'cârlan', 'câtime', 'curățitor', 'curelușă', 'cuișor', 'crinolină', 'cremene', 'costumier', 'cosemnatar', 'corijare', 'convenționalitate', 'contramandare', 'contrabalansare', 'contenire', 'contemplativ', 'concomitență', 'cleveteală', 'civilitate', 'ciumăfaie', 'ciucure', 'circumspecție', 'ciocănit', 'ciocănaș', 'cicoare', 'ciclooxigenază', 'ciao', 'chișcar', 'chintal', 'chiftea', 'chiciură', 'cheotoare', 'chefliu', 'cerceluș', 'cataplasmă', 'castană', 'captivare', 'candoare', 'calandru', 'cabrioletă', 'cabotaj', 'butonieră', 'bună-cuviință', 'bun-gust', 'brambureală', 'botgros', 'bonificare', 'bocitoare', 'blid', 'bleg', 'bizarerie', 'bifurcare', 'bestialitate', 'beladonă', 'bazinet', 'bazilisc', 'baniță', 'bandulieră', 'balonzaid', 'azi', 'axilă', 'aurolac', 'auricul', 'asin', 'artimon', 'anahoret', 'alto', 'alintare', 'alergătură', 'agapă', 'afereză', 'adulator', 'adresant', 'admonestare', 'acvatintă', 'actinie', 'acordor', 'absolvență', 'abscisă', 'Leon', 'Constanța', 'cocoloș', 'noutate', 'polo', 'trompă', 'neîncredere']",1,['apariție'],646
