,literal,media,varianta,deviatia standard,skewness,numarul de synset-uri cu zero propozitii,numar de propozitii
46,vedere,2.545454545454546,7.884297520661157,2.807899129360091,1.3390916596687787,3,313
47,metru,0.0,0.0,0.0,0.0,3,40
48,an,2.65,0.6941666666666667,0.8331666499966659,-0.30820090204794126,2,62
49,caz,8.10909090909091,2.27900826446281,1.5096384548834234,-2.468438628672504,3,121
50,membru,5.114285714285714,2.015510204081633,1.419686657006268,-1.8496322893430894,2,71
51,casă,6.175,5.844375,2.4175142191929297,-0.9872457212350486,1,133
52,lucru,5.75,13.987499999999999,3.7399866309921483,0.3099301001899296,0,146
53,vest,0.2777777777777778,0.2006172839506173,0.4479032082388083,0.9922778767136677,0,19
54,zi,7.1506849315068495,15.237568024019517,3.9035327620015585,-0.09260328584885191,1,164
55,seamă,0.9,0.09000000000000001,0.30000000000000004,-2.666666666666666,0,24
56,informație,1.6333333333333335,0.5655555555555555,0.7520342781785652,-1.6346842265509278,0,40
57,plan,1.4285714285714284,4.086167800453515,2.021427169218202,0.9859487667393776,0,70
58,sistem,2.71,5.5859,2.363450866847035,0.8388215296660192,1,103
59,vârstă,1.6333333333333333,0.3655555555555555,0.6046119049072352,-1.4263883005248617,0,32
60,document,0.5,0.25,0.5,0.0,0,10
61,măsură,2.3375,2.47359375,1.5727662731633076,1.033199323743506,0,81
62,copil,2.081081081081081,5.425858290723156,2.3293471812340805,0.7295211141617679,0,79
63,școală,1.7571428571428571,4.898163265306122,2.2131794471542796,0.8774082683287565,0,90
64,industrie,0.35714285714285715,0.22959183673469385,0.4791574237499549,0.5962847939999437,0,16
65,zonă,3.854545454545455,3.760661157024793,1.9392424183234012,1.3498310332450996,0,128
66,munte,0.6333333333333333,0.3655555555555556,0.6046119049072352,0.3834088852914572,0,31
67,jumătate,0.9166666666666667,0.9097222222222223,0.9537935951882998,0.16673741539332765,0,12
68,dolar,0.1,0.09000000000000002,0.30000000000000004,2.666666666666666,0,21
69,sat,0.7058823529411765,0.20761245674740483,0.4556450995538137,-0.9036961141150646,0,17
70,număr,4.166666666666667,7.455555555555556,2.7304863221696527,-0.39620891398861724,3,128
71,joc,2.565217391304348,18.021490398965277,4.24517259943165,1.3745998704581233,0,462
72,alegere,1.66,2.0644,1.4368020044529448,0.3253366102586277,0,69
73,organizație,1.2105263157894737,0.6925207756232686,0.8321783316232577,-0.4098311847578219,0,19
74,lume,5.0,2.688888888888889,1.6397831834998458,-0.5896768295284945,0,112
75,general,1.0576923076923077,1.4774408284023668,1.2155002379277293,1.3674100362569888,0,58
76,limbă,0.19,0.5339,0.7306846104852627,5.687636061393361,6,103
77,imperiu,0.0,0.0,0.0,0.0,1,20
78,ministru,0.7058823529411765,0.20761245674740483,0.4556450995538137,-0.9036961141150646,0,17
79,sfârșit,6.140495867768594,12.66621132436309,3.558962113364385,0.42802912644352165,2,121
80,viață,4.858333333333333,9.354930555555555,3.058583096068432,0.2756463206214641,0,125
81,moment,3.2333333333333334,1.978888888888889,1.4067298564006128,-0.8135007681975831,1,73
82,regat,0.5,0.25,0.5,0.0,0,10
83,premiu,0.85,0.1275,0.3570714214271425,-1.9603921176392138,0,20
84,sânge,0.05,0.0475,0.21794494717703367,4.129483209670112,0,23
85,domn,1.05,1.5975,1.2639224659764539,0.7232124846646109,1,46
86,avion,0.5,0.25,0.5,0.0,0,10
87,regiune,5.444444444444445,3.802469135802469,1.9499920860871383,-1.1211796713895938,1,90
88,vale,0.4166666666666667,0.24305555555555555,0.4930066485916347,0.33806170189140633,0,12
89,sud,0.6153846153846154,0.23668639053254437,0.4865042554105199,-0.4743416490252571,0,13
